,Stance,Relevancy,,
58077,unrelated,0.6035867929,0,
58078,agree,0.5669890046,0,
58079,unrelated,0.4969365001,1,
58080,unrelated,0.4185485244,1,
58081,unrelated,0.5001978278,1,
58082,unrelated,0.2223761976,1,
58083,unrelated,0.4118503332,1,
58084,unrelated,0.7167534828,0,
58085,unrelated,0.4073857069,1,
58086,unrelated,0.4786739945,1,
58087,unrelated,0.084046796,1,
58088,unrelated,0.3698318303,1,
58089,unrelated,0.5741785765,1,
58090,unrelated,0.1536400467,1,
58091,unrelated,0.1845749021,1,
58092,unrelated,0.2921686172,1,
58093,unrelated,0.2741208673,1,
58094,discuss,0.690069139,1,
58095,unrelated,0.4416266084,1,
58096,unrelated,0.4823601842,1,
58097,unrelated,0.5472505093,1,
58098,unrelated,0.5323161483,1,
58099,unrelated,0.328684628,1,
58100,unrelated,0.2251426429,1,
58101,unrelated,0.4398992658,1,
58102,discuss,0.6492117643,1,
58103,discuss,0.695625484,1,
58104,unrelated,0.4862529337,1,
58105,discuss,0.6653532386,1,
58106,unrelated,0.4205913544,1,
58107,discuss,0.6993310452,1,
58108,unrelated,0.3001637459,1,
58109,unrelated,0.4067283869,1,
58110,unrelated,0.3509786427,1,
58111,unrelated,0.2995169163,1,
58112,agree,0.4258573353,0,
58113,unrelated,0.3472799659,1,
58114,unrelated,0.599370718,1,
58115,unrelated,0.3221190274,1,
58116,unrelated,0.3527803421,1,
58117,agree,0.6032729745,1,
58118,unrelated,0.3918296099,1,
58119,agree,0.7675233483,1,
58120,unrelated,0.1659201384,1,
58121,unrelated,0.3711841404,1,
58122,unrelated,0.3262451887,1,
58123,unrelated,0.4189839959,1,
58124,unrelated,0.2712671459,1,
58125,unrelated,0.4438614845,1,
58126,unrelated,0.2318054438,1,
58127,unrelated,0.5570519567,1,
58128,discuss,0.4001669288,0,
58129,discuss,0.6763060093,1,
58130,unrelated,0.3663696945,1,
58131,discuss,0.6448904872,1,
58132,disagree,0.4570291936,0,
58133,unrelated,0.4677041173,1,
58134,unrelated,0.2973344624,1,
58135,unrelated,0.4007216096,1,
58136,unrelated,0.3035758138,1,
58137,unrelated,0.4001555741,1,
58138,unrelated,0.3627105653,1,
58139,unrelated,0.3846197724,1,
58140,agree,0.5788257122,0,
58141,unrelated,0.386146903,1,
58142,unrelated,0.312821418,1,
58143,unrelated,0.2909495831,1,
58144,unrelated,0.1022665352,1,
58145,unrelated,0.4026829302,1,
58146,unrelated,0.4414746165,1,
58147,agree,0.7095093131,1,
58148,unrelated,0.3377371728,1,
58149,unrelated,0.2676797807,1,
58150,unrelated,0.4294066727,1,
58151,unrelated,0.3995553851,1,
58152,unrelated,0.3046783805,1,
58153,unrelated,0.1873507053,1,
58154,unrelated,0.2449071258,1,
58155,unrelated,0.2767558992,1,
58156,unrelated,0.5332678556,1,
58157,discuss,0.7487604618,1,
58158,unrelated,0.2726593018,1,
58159,unrelated,0.367049247,1,
58160,unrelated,0.3225597739,1,
58161,unrelated,0.4257635474,1,
58162,unrelated,0.3784555197,1,
58163,unrelated,0.4092937708,1,
58164,agree,0.7732913494,1,
58165,unrelated,0.3478748202,1,
58166,unrelated,0.2636109293,1,
58167,unrelated,0.2599245906,1,
58168,unrelated,0.3023963869,1,
58169,agree,0.5450076461,0,
58170,agree,0.6981223822,1,
58171,unrelated,0.2888035476,1,
58172,unrelated,0.5012047887,1,
58173,unrelated,0.4371002913,1,
58174,unrelated,0.4250757694,1,
58175,unrelated,0.4213582575,1,
58176,unrelated,0.2673682272,1,
58177,unrelated,0.281991899,1,
58178,unrelated,0.3205963969,1,
58179,unrelated,0.5204045177,1,
58180,unrelated,0.3882769048,1,
58181,discuss,0.4998147786,0,
58182,unrelated,0.3824959397,1,
58183,unrelated,0.3010319173,1,
58184,discuss,0.5090241432,0,
58185,unrelated,0.4183019698,1,
58186,unrelated,0.3902463615,1,
58187,discuss,0.6608721614,1,
58188,unrelated,0.4885016382,1,
58189,discuss,0.47760427,0,
58190,unrelated,0.3011006713,1,
58191,unrelated,0.298199147,1,
58192,agree,0.6723664999,1,
58193,unrelated,0.3633726537,1,
58194,unrelated,0.4092940092,1,
58195,unrelated,0.3609232306,1,
58196,unrelated,0.6485300064,0,
58197,unrelated,0.3899992108,1,
58198,unrelated,0.2789573073,1,
58199,disagree,0.4515995383,0,
58200,discuss,0.6411497593,1,
58201,unrelated,0.4395118356,1,
58202,discuss,0.4452224672,0,
58203,unrelated,0.3359648883,1,
58204,unrelated,0.4327890575,1,
58205,unrelated,0.3031028211,1,
58206,discuss,0.6916782856,1,
58207,unrelated,0.2853770852,1,
58208,discuss,0.6039222479,1,
58209,unrelated,0.3193969429,1,
58210,unrelated,0.3130177557,1,
58211,discuss,0.7043922544,1,
58212,unrelated,0.3923618793,1,
58213,unrelated,0.5346393585,1,
58214,unrelated,0.4749972522,1,
58215,unrelated,0.4253005087,1,
58216,unrelated,0.3038735092,1,
58217,unrelated,0.3853951395,1,
58218,discuss,0.6729131937,1,
58219,discuss,0.3470413685,0,
58220,disagree,0.489046663,0,
58221,unrelated,0.2400641441,1,
58222,discuss,0.5350661278,0,
58223,unrelated,0.2461754084,1,
58224,unrelated,0.5088362098,1,
58225,unrelated,0.3112710416,1,
58226,unrelated,0.4335573018,1,
58227,disagree,0.5005376339,0,
58228,discuss,0.613473475,1,
58229,unrelated,0.3608745039,1,
58230,unrelated,0.2083527595,1,
58231,unrelated,0.209736526,1,
58232,unrelated,0.3368982673,1,
58233,unrelated,0.3708984554,1,
58234,unrelated,0.2983818352,1,
58235,unrelated,0.3354535401,1,
58236,unrelated,0.2022254467,1,
58237,unrelated,0.5492628813,1,
58238,unrelated,0.4655268788,1,
58239,unrelated,0.2662593126,1,
58240,discuss,0.5747087598,0,
58241,unrelated,0.3825445175,1,
58242,unrelated,0.4273581505,1,
58243,agree,0.7005031109,1,
58244,unrelated,0.3143215775,1,
58245,agree,0.3638351262,0,
58246,unrelated,0.3296715617,1,
58247,unrelated,0.3288671672,1,
58248,unrelated,0.5729680657,1,
58249,unrelated,0.1410232484,1,
58250,unrelated,0.2445619255,1,
58251,agree,0.3911099732,0,
58252,unrelated,0.4490256011,1,
58253,discuss,0.7507477403,1,
58254,unrelated,0.4688383043,1,
58255,unrelated,0.5552504063,1,
58256,unrelated,0.1916630715,1,
58257,unrelated,0.5332630277,1,
58258,discuss,0.6964098811,1,
58259,discuss,0.5510152578,0,
58260,discuss,0.5683089495,0,
58261,unrelated,0.4181431532,1,
58262,unrelated,0.3034019172,1,
58263,unrelated,0.4148257375,1,
58264,unrelated,0.3130705655,1,
58265,agree,0.6891584992,1,
58266,agree,0.4304716289,0,
58267,unrelated,0.3173657358,1,
58268,unrelated,0.2648285031,1,
58269,unrelated,0.3532959819,1,
58270,unrelated,0.1768541783,1,
58271,discuss,0.4058580101,0,
58272,unrelated,0.1792482436,1,
58273,unrelated,0.5537294745,1,
58274,disagree,0.5248729587,0,
58275,discuss,0.7674842477,1,
58276,unrelated,0.1268583983,1,
58277,unrelated,0.3550195098,1,
58278,unrelated,0.4305088818,1,
58279,discuss,0.4378311336,0,
58280,unrelated,0.5586211681,1,
58281,unrelated,0.3565002382,1,
58282,unrelated,0.3825071454,1,
58283,unrelated,0.2386675626,1,
58284,unrelated,0.3852917552,1,
58285,unrelated,0.4244371355,1,
58286,unrelated,0.2094370723,1,
58287,unrelated,0.4241847396,1,
58288,unrelated,0.4657717049,1,
58289,unrelated,0.4717893898,1,
58290,unrelated,0.3718623817,1,
58291,unrelated,0.3120390177,1,
58292,unrelated,0.4641478062,1,
58293,unrelated,0.3583629429,1,
58294,unrelated,0.4432551563,1,
58295,unrelated,0.3337935209,1,
58296,unrelated,0.4854497015,1,
58297,discuss,0.5461646318,0,
58298,unrelated,0.3883911073,1,
58299,unrelated,0.5150921345,1,
58300,unrelated,0.3133838177,1,
58301,unrelated,0.582377255,1,
58302,unrelated,0.2092683911,1,
58303,unrelated,0.1430571824,1,
58304,unrelated,0.2612413764,1,
58305,discuss,0.6469529867,1,
58306,disagree,0.5399926901,0,
58307,unrelated,0.2590572238,1,
58308,unrelated,0.2628926635,1,
58309,unrelated,0.3952265978,1,
58310,unrelated,0.4042372108,1,
58311,unrelated,0.5442379713,1,
58312,unrelated,0.3406204879,1,
58313,unrelated,0.4272270203,1,
58314,unrelated,0.3859002292,1,
58315,unrelated,0.4268285632,1,
58316,unrelated,0.5403429866,1,
58317,unrelated,0.2988822758,1,
58318,unrelated,0.6022549272,0,
58319,agree,0.5522657037,0,
58320,unrelated,0.3624694049,1,
58321,unrelated,0.3391214609,1,
58322,unrelated,0.2889779508,1,
58323,unrelated,0.3175715804,1,
58324,unrelated,0.3205156326,1,
58325,unrelated,0.4122512341,1,
58326,unrelated,0.4242688119,1,
58327,discuss,0.5336307287,0,
58328,unrelated,0.4715266228,1,
58329,unrelated,0.271841526,1,
58330,discuss,0.4657776356,0,
58331,unrelated,0.5720006824,1,
58332,unrelated,0.2430394739,1,
58333,unrelated,0.4870353639,1,
58334,unrelated,0.3111389279,1,
58335,unrelated,0.3467532098,1,
58336,unrelated,0.2726768851,1,
58337,unrelated,0.2743744552,1,
58338,discuss,0.5539956689,0,
58339,discuss,0.4719901979,0,
58340,unrelated,0.2977976501,1,
58341,unrelated,0.4447950721,1,
58342,discuss,0.4680945277,0,
58343,unrelated,0.362480402,1,
58344,unrelated,0.3713080585,1,
58345,discuss,0.6116977334,1,
58346,unrelated,0.3637441099,1,
58347,discuss,0.4536376894,0,
58348,agree,0.4417754412,0,
58349,discuss,0.6141617894,1,
58350,unrelated,0.4874666333,1,
58351,unrelated,0.6905033588,0,
58352,unrelated,0.4669408202,1,
58353,discuss,0.6272916794,1,
58354,unrelated,0.368285954,1,
58355,unrelated,0.4292887747,1,
58356,unrelated,0.4393816888,1,
58357,unrelated,0.4689185619,1,
58358,disagree,0.5116362572,0,
58359,unrelated,0.3257000744,1,
58360,unrelated,0.4405244887,1,
58361,unrelated,0.30641222,1,
58362,unrelated,0.5034407973,1,
58363,unrelated,0.2658235729,1,
58364,unrelated,0.49026528,1,
58365,unrelated,0.285166502,1,
58366,unrelated,0.2924429476,1,
58367,unrelated,0.2273251414,1,
58368,unrelated,0.3376318812,1,
58369,unrelated,0.3869917393,1,
58370,discuss,0.697232306,1,
58371,unrelated,0.467479974,1,
58372,discuss,0.6387230754,1,
58373,unrelated,0.3092006445,1,
58374,discuss,0.4703197777,0,
58375,unrelated,0.3350514174,1,
58376,unrelated,0.307688117,1,
58377,discuss,0.4169785678,0,
58378,agree,0.5725781918,0,
58379,agree,0.4088256359,0,
58380,unrelated,0.3962195814,1,
58381,unrelated,0.3379639089,1,
58382,unrelated,0.1635141075,1,
58383,unrelated,0.3900010586,1,
58384,unrelated,0.3392867446,1,
58385,discuss,0.5253561139,0,
58386,unrelated,0.3330231607,1,
58387,unrelated,0.3954439759,1,
58388,unrelated,0.4254902303,1,
58389,unrelated,0.328381598,1,
58390,unrelated,0.4762200713,1,
58391,unrelated,0.4930982888,1,
58392,unrelated,0.3923290968,1,
58393,discuss,0.7058292031,1,
58394,unrelated,0.2166401446,1,
58395,unrelated,0.4745520949,1,
58396,unrelated,0.5861775279,1,
58397,unrelated,0.4955106974,1,
58398,unrelated,0.2807640731,1,
58399,unrelated,0.2222795784,1,
58400,unrelated,0.3196187317,1,
58401,discuss,0.7295422554,1,
58402,discuss,0.6828813553,1,
58403,unrelated,0.2690519989,1,
58404,unrelated,0.4327339232,1,
58405,discuss,0.3063285947,0,
58406,unrelated,0.2625617087,1,
58407,discuss,0.4908398986,0,
58408,discuss,0.5712620616,0,
58409,unrelated,0.4592309892,1,
58410,discuss,0.8212137222,1,
58411,unrelated,0.2709193528,1,
58412,discuss,0.8179914355,1,
58413,unrelated,0.514253974,1,
58414,unrelated,0.3336060345,1,
58415,agree,0.3744241595,0,
58416,unrelated,0.4125756323,1,
58417,unrelated,0.4560870826,1,
58418,unrelated,0.539401114,1,
58419,unrelated,0.5705605149,1,
58420,unrelated,0.2200945467,1,
58421,discuss,0.4218808711,0,
58422,unrelated,0.4502457082,1,
58423,unrelated,0.3659815192,1,
58424,unrelated,0.501121819,1,
58425,unrelated,0.3789068162,1,
58426,discuss,0.5913355947,0,
58427,unrelated,0.3450318873,1,
58428,unrelated,0.4403024316,1,
58429,unrelated,0.299084425,1,
58430,unrelated,0.4575466812,1,
58431,unrelated,0.3621067703,1,
58432,unrelated,0.4130896926,1,
58433,unrelated,0.3398755491,1,
58434,unrelated,0.4518306851,1,
58435,discuss,0.6149117351,1,
58436,unrelated,0.4079233706,1,
58437,unrelated,0.3907774389,1,
58438,unrelated,0.2677941024,1,
58439,unrelated,0.3721643686,1,
58440,agree,0.71797961,1,
58441,unrelated,0.3464885652,1,
58442,unrelated,0.5314276814,1,
58443,unrelated,0.3177375197,1,
58444,discuss,0.5472454429,0,
58445,unrelated,0.5298703313,1,
58446,unrelated,0.323127985,1,
58447,unrelated,0.2744561434,1,
58448,unrelated,0.550904274,1,
58449,unrelated,0.3330857456,1,
58450,unrelated,0.3324319124,1,
58451,unrelated,0.4720242321,1,
58452,discuss,0.5361949205,0,
58453,discuss,0.5960214734,0,
58454,discuss,0.7071149349,1,
58455,agree,0.4063617289,0,
58456,unrelated,0.3718654513,1,
58457,unrelated,0.3758752644,1,
58458,unrelated,0.2097123563,1,
58459,unrelated,0.3478972614,1,
58460,discuss,0.760641396,1,
58461,unrelated,0.3912959695,1,
58462,unrelated,0.5200020671,1,
58463,unrelated,0.4086195529,1,
58464,unrelated,0.4816394746,1,
58465,agree,0.7203971148,1,
58466,unrelated,0.241989553,1,
58467,unrelated,0.3229683042,1,
58468,unrelated,0.4053819776,1,
58469,agree,0.637550354,1,
58470,discuss,0.6868962646,1,
58471,agree,0.595179081,0,
58472,unrelated,0.4802094698,1,
58473,unrelated,0.5391628146,1,
58474,unrelated,0.2351761013,1,
58475,unrelated,0.4769219756,1,
58476,unrelated,0.4601968825,1,
58477,unrelated,0.2850937247,1,
58478,unrelated,0.2516893446,1,
58479,unrelated,0.3584465981,1,
58480,discuss,0.6827193499,1,
58481,agree,0.706410408,1,
58482,discuss,0.5826805234,0,
58483,unrelated,0.3611445427,1,
58484,unrelated,0.325233072,1,
58485,unrelated,0.4623461068,1,
58486,discuss,0.4981931746,0,
58487,discuss,0.3876056671,0,
58488,discuss,0.4734012783,0,
58489,unrelated,0.2771242559,1,
58490,unrelated,0.539319098,1,
58491,unrelated,0.3480257392,1,
58492,discuss,0.6360986233,1,
58493,unrelated,0.3180761933,1,
58494,unrelated,0.6237475276,0,
58495,unrelated,0.3320775926,1,
58496,unrelated,0.5626084208,1,
58497,unrelated,0.4906075597,1,
58498,unrelated,0.2685136795,1,
58499,unrelated,0.3080446124,1,
58500,unrelated,0.3842912614,1,
58501,unrelated,0.3130843043,1,
58502,discuss,0.5285866857,0,
58503,unrelated,0.3663816154,1,
58504,agree,0.4242250919,0,
58505,unrelated,0.4000938535,1,
58506,unrelated,0.437941879,1,
58507,agree,0.4277639389,0,
58508,unrelated,0.4247425497,1,
58509,unrelated,0.4210577011,1,
58510,unrelated,0.3945914507,1,
58511,unrelated,0.2656533718,1,
58512,unrelated,0.4050820172,1,
58513,unrelated,0.3635559976,1,
58514,unrelated,0.5115152001,1,
58515,discuss,0.7029224634,1,
58516,unrelated,0.3510125279,1,
58517,unrelated,0.3338082731,1,
58518,unrelated,0.3870049417,1,
58519,unrelated,0.4383713603,1,
58520,unrelated,0.2921964526,1,
58521,discuss,0.7193812132,1,
58522,unrelated,0.3795685768,1,
58523,unrelated,0.4630869925,1,
58524,discuss,0.5091352463,0,
58525,unrelated,0.3054626882,1,
58526,unrelated,0.4584149122,1,
58527,unrelated,0.3446424305,1,
58528,discuss,0.4990101159,0,
58529,unrelated,0.4468679726,1,
58530,discuss,0.4145379066,0,
58531,discuss,0.8384424448,1,
58532,agree,0.6813036203,1,
58533,agree,0.5327230096,0,
58534,unrelated,0.2807867229,1,
58535,unrelated,0.4720849395,1,
58536,unrelated,0.3107571304,1,
58537,unrelated,0.3893539011,1,
58538,discuss,0.670332849,1,
58539,discuss,0.7238596678,1,
58540,unrelated,0.3970709145,1,
58541,unrelated,0.4335387349,1,
58542,unrelated,0.3699777722,1,
58543,discuss,0.5186062455,0,
58544,unrelated,0.3323028684,1,
58545,unrelated,0.3126848042,1,
58546,discuss,0.5044375658,0,
58547,unrelated,0.3428134322,1,
58548,unrelated,0.313352108,1,
58549,agree,0.3941437006,0,
58550,unrelated,0.3520357907,1,
58551,unrelated,0.257840395,1,
58552,discuss,0.5662524104,0,
58553,disagree,0.6445525885,1,
58554,discuss,0.475225538,0,
58555,unrelated,0.4098280072,1,
58556,unrelated,0.363383472,1,
58557,unrelated,0.3993829787,1,
58558,unrelated,0.3575077653,1,
58559,unrelated,0.3594670892,1,
58560,unrelated,0.4248176217,1,
58561,unrelated,0.367696166,1,
58562,discuss,0.3403661549,0,
58563,unrelated,0.2870725989,1,
58564,unrelated,0.3255763948,1,
58565,agree,0.4453078508,0,
58566,unrelated,0.5339081883,1,
58567,unrelated,0.2465815693,1,
58568,discuss,0.5389214158,0,
58569,unrelated,0.3284618556,1,
58570,unrelated,0.4492224753,1,
58571,unrelated,0.2076205462,1,
58572,unrelated,0.2762534618,1,
58573,agree,0.6212598085,1,
58574,unrelated,0.2440866381,1,
58575,unrelated,0.4600057602,1,
58576,discuss,0.4139333367,0,
58577,unrelated,0.4141359031,1,
58578,unrelated,0.3148494363,1,
58579,unrelated,0.5579867363,1,
58580,unrelated,0.3778136969,1,
58581,unrelated,0.4379667044,1,
58582,unrelated,0.2950944006,1,
58583,unrelated,0.5563958883,1,
58584,discuss,0.5876013041,0,
58585,discuss,0.5741177797,0,
58586,unrelated,0.2464446276,1,
58587,discuss,0.6390171051,1,
58588,unrelated,0.3150947392,1,
58589,unrelated,0.389855206,1,
58590,unrelated,0.3294617534,1,
58591,unrelated,0.3728961945,1,
58592,unrelated,0.3853440583,1,
58593,unrelated,0.4339365363,1,
58594,disagree,0.6896945834,1,
58595,unrelated,0.3896965086,1,
58596,unrelated,0.4625876546,1,
58597,unrelated,0.2592131793,1,
58598,agree,0.7746238708,1,
58599,discuss,0.6091516614,1,
58600,unrelated,0.3893492818,1,
58601,unrelated,-0.0064013544,1,
58602,discuss,0.5922331214,0,
58603,agree,0.6485453844,1,
58604,discuss,0.3820199072,0,
58605,unrelated,0.3827202022,1,
58606,unrelated,0.4765399992,1,
58607,unrelated,0.4542917609,1,
58608,unrelated,0.3739072382,1,
58609,unrelated,0.354409039,1,
58610,agree,0.4723463356,0,
58611,unrelated,0.2882010341,1,
58612,unrelated,0.4111251831,1,
58613,unrelated,0.2371772081,1,
58614,unrelated,0.3321352005,1,
58615,discuss,0.3526972234,0,
58616,unrelated,0.4884982109,1,
58617,unrelated,0.3129931688,1,
58618,unrelated,0.2118740827,1,
58619,unrelated,0.3079950511,1,
58620,agree,0.4016763568,0,
58621,unrelated,0.2525042295,1,
58622,unrelated,0.4388549626,1,
58623,unrelated,0.3869768679,1,
58624,disagree,0.6991565228,1,
58625,unrelated,0.207528457,1,
58626,unrelated,0.5491807461,1,
58627,unrelated,0.4332455099,1,
58628,unrelated,0.4833727181,1,
58629,unrelated,0.4913069606,1,
58630,agree,0.6849984527,1,
58631,unrelated,,1,
58632,unrelated,0.4447779357,1,
58633,unrelated,0.2250792533,1,
58634,unrelated,0.4336356223,1,
58635,unrelated,0.2153893858,1,
58636,discuss,0.7209908366,1,
58637,unrelated,0.3978433609,1,
58638,unrelated,0.4719197154,1,
58639,unrelated,0.3976146281,1,
58640,unrelated,0.3752003014,1,
58641,unrelated,0.3676599562,1,
58642,unrelated,0.5220406651,1,
58643,unrelated,0.5363765955,1,
58644,unrelated,0.485992372,1,
58645,unrelated,0.2325582653,1,
58646,unrelated,0.2852397263,1,
58647,unrelated,0.2457715422,1,
58648,discuss,0.542747736,0,
58649,discuss,0.6641138196,1,
58650,unrelated,0.0636541769,1,
58651,unrelated,0.5311883092,1,
58652,unrelated,0.3860707581,1,
58653,discuss,0.3702999651,0,
58654,unrelated,0.5009707212,1,
58655,unrelated,0.6964959502,0,
58656,unrelated,0.2815467417,1,
58657,unrelated,0.3396598399,1,
58658,unrelated,0.2679313421,1,
58659,unrelated,0.621692121,0,
58660,discuss,0.5648134351,0,
58661,discuss,0.2225991935,0,
58662,unrelated,0.5126184225,1,
58663,unrelated,0.4254504442,1,
58664,discuss,0.6182897687,1,
58665,unrelated,0.1742956787,1,
58666,unrelated,0.5011364818,1,
58667,discuss,0.5470666289,0,
58668,unrelated,0.2882730663,1,
58669,unrelated,0.2717367709,1,
58670,unrelated,0.3323088288,1,
58671,unrelated,0.2823174596,1,
58672,unrelated,0.2860905528,1,
58673,agree,0.6083484888,1,
58674,unrelated,0.3024690449,1,
58675,unrelated,0.4923559427,1,
58676,unrelated,0.1907874644,1,
58677,unrelated,0.4695492685,1,
58678,unrelated,0.3067646921,1,
58679,unrelated,0.3346466124,1,
58680,unrelated,0.3747659922,1,
58681,discuss,0.5987056494,0,
58682,unrelated,0.4919677675,1,
58683,unrelated,0.2682915032,1,
58684,discuss,0.4232948124,0,
58685,unrelated,0.3602192104,1,
58686,unrelated,0.4326259792,1,
58687,unrelated,0.5077720881,1,
58688,unrelated,0.2881599367,1,
58689,unrelated,0.2169426084,1,
58690,unrelated,0.4038624167,1,
58691,discuss,0.5874348879,0,
58692,unrelated,0.396183461,1,
58693,unrelated,0.1949166059,1,
58694,unrelated,0.4635445178,1,
58695,unrelated,0.430683285,1,
58696,unrelated,0.5145197511,1,
58697,discuss,0.5859514475,0,
58698,discuss,0.6610729694,1,
58699,unrelated,0.4199782014,1,
58700,unrelated,0.290361762,1,
58701,unrelated,0.2462477684,1,
58702,unrelated,0.0675500631,1,
58703,unrelated,0.2528805435,1,
58704,agree,0.6296133399,1,
58705,unrelated,0.2281740904,1,
58706,unrelated,0.2422994822,1,
58707,unrelated,0.2655931413,1,
58708,unrelated,0.3498344719,1,
58709,unrelated,0.5484346747,1,
58710,unrelated,0.5265901685,1,
58711,unrelated,0.4657966197,1,
58712,unrelated,0.430087328,1,
58713,agree,0.4404782355,0,
58714,disagree,0.6540367603,1,
58715,unrelated,0.3017718494,1,
58716,unrelated,0.4054224491,1,
58717,unrelated,0.4529039264,1,
58718,unrelated,0.4975349903,1,
58719,unrelated,0.2217678428,1,
58720,disagree,0.4877046943,0,
58721,unrelated,0.3514529467,1,
58722,unrelated,0.0646945983,1,
58723,unrelated,0.4747733474,1,
58724,disagree,0.494548887,0,
58725,unrelated,0.3666310906,1,
58726,unrelated,0.3380427361,1,
58727,unrelated,0.2408615798,1,
58728,discuss,0.5711811185,0,
58729,unrelated,0.4532499313,1,
58730,agree,0.5146148801,0,
58731,unrelated,0.2625324726,1,
58732,unrelated,0.4793996215,1,
58733,discuss,0.6519699097,1,
58734,discuss,0.5541030765,0,
58735,unrelated,0.2815284431,1,
58736,unrelated,0.5389829874,1,
58737,unrelated,0.4818494618,1,
58738,unrelated,0.2407265753,1,
58739,discuss,0.7251409888,1,
58740,unrelated,0.3918730319,1,
58741,unrelated,0.2572947741,1,
58742,unrelated,0.2755831182,1,
58743,agree,0.4667217135,0,
58744,unrelated,0.3005931377,1,
58745,unrelated,0.3817781806,1,
58746,unrelated,0.4221672416,1,
58747,agree,0.6871789694,1,
58748,discuss,0.3684590161,0,
58749,unrelated,0.1158198789,1,
58750,unrelated,0.3023653328,1,
58751,unrelated,0.2777765691,1,
58752,discuss,0.3899196088,0,
58753,unrelated,0.3660302758,1,
58754,unrelated,0.2746426463,1,
58755,disagree,0.4092614353,0,
58756,unrelated,0.2980373502,1,
58757,discuss,0.5225098133,0,
58758,unrelated,0.4865999818,1,
58759,unrelated,0.5426130295,1,
58760,discuss,0.7944597006,1,
58761,unrelated,0.3279739916,1,
58762,discuss,0.6010088325,1,
58763,unrelated,0.4588781297,1,
58764,unrelated,0.3578548431,1,
58765,unrelated,0.3227431178,1,
58766,discuss,0.5731645823,0,
58767,unrelated,0.3047627807,1,
58768,unrelated,0.4599088728,1,
58769,unrelated,0.5752626657,1,
58770,agree,0.5525903702,0,
58771,unrelated,0.3350352049,1,
58772,unrelated,0.3808354437,1,
58773,agree,0.39944309,0,
58774,unrelated,0.4047831297,1,
58775,unrelated,0.3504242301,1,
58776,unrelated,0.1715968698,1,
58777,discuss,0.6160586476,1,
58778,unrelated,0.3589851558,1,
58779,unrelated,0.20087789,1,
58780,unrelated,0.2633004189,1,
58781,discuss,0.3847484291,0,
58782,unrelated,0.3384849131,1,
58783,unrelated,0.4288476408,1,
58784,unrelated,0.2956978679,1,
58785,unrelated,0.3574925661,1,
58786,disagree,0.50451231,0,
58787,unrelated,0.5717217326,1,
58788,agree,0.4638389945,0,
58789,unrelated,0.2110896111,1,
58790,unrelated,0.2604716718,1,
58791,discuss,0.3530976474,0,
58792,unrelated,0.4879921079,1,
58793,agree,0.4804876149,0,
58794,unrelated,0.1390416175,1,
58795,unrelated,0.3305567205,1,
58796,unrelated,0.3784127533,1,
58797,unrelated,0.4351107478,1,
58798,unrelated,0.4609580338,1,
58799,agree,0.4751645625,0,
58800,discuss,0.7935181856,1,
58801,unrelated,0.4004033506,1,
58802,unrelated,0.6057730317,0,
58803,agree,0.6171534657,1,
58804,unrelated,0.2800982594,1,
58805,unrelated,0.5115357041,1,
58806,discuss,0.4217840731,0,
58807,unrelated,0.3149352372,1,
58808,unrelated,0.3341404498,1,
58809,agree,0.6773995161,1,
58810,unrelated,0.4174845517,1,
58811,unrelated,0.3203082383,1,
58812,unrelated,0.2834679186,1,
58813,unrelated,0.3248079121,1,
58814,unrelated,0.6213398576,0,
58815,unrelated,0.2722422779,1,
58816,unrelated,0.4884750843,1,
58817,unrelated,0.4400464892,1,
58818,disagree,0.5053039193,0,
58819,unrelated,0.4568645954,1,
58820,discuss,0.489074409,0,
58821,unrelated,0.2839765251,1,
58822,unrelated,0.4109924436,1,
58823,unrelated,0.2512525916,1,
58824,unrelated,0.3558390737,1,
58825,agree,0.4945674837,0,
58826,unrelated,0.4234425128,1,
58827,unrelated,0.206819281,1,
58828,unrelated,0.5445975065,1,
58829,unrelated,0.4371269047,1,
58830,unrelated,0.2793206871,1,
58831,discuss,0.6444373131,1,
58832,unrelated,0.237770766,1,
58833,unrelated,0.2740689814,1,
58834,unrelated,0.2779235244,1,
58835,unrelated,0.4100057483,1,
58836,unrelated,0.4086642265,1,
58837,discuss,0.3651835918,0,
58838,disagree,0.4989290237,0,
58839,unrelated,0.4416597188,1,
58840,unrelated,0.2947367728,1,
58841,unrelated,0.2464719862,1,
58842,unrelated,0.3846002221,1,
58843,unrelated,0.3185842037,1,
58844,discuss,0.761236012,1,
58845,unrelated,0.4429012239,1,
58846,unrelated,0.3457967341,1,
58847,unrelated,0.3297714591,1,
58848,unrelated,0.3121828437,1,
58849,unrelated,0.3095578253,1,
58850,unrelated,0.4849099219,1,
58851,unrelated,0.4524258375,1,
58852,discuss,0.6143384576,1,
58853,agree,0.4058823884,0,
58854,unrelated,0.5472674966,1,
58855,unrelated,0.5046932697,1,
58856,unrelated,0.296525836,1,
58857,unrelated,0.3540039659,1,
58858,unrelated,0.3273681104,1,
58859,unrelated,0.2904580235,1,
58860,unrelated,0.4039670825,1,
58861,unrelated,0.292319715,1,
58862,discuss,0.5473150015,0,
58863,discuss,0.7941616774,1,
58864,unrelated,0.3966214061,1,
58865,unrelated,0.1933195889,1,
58866,discuss,0.4493303895,0,
58867,unrelated,0.4861275554,1,
58868,unrelated,0.2583065033,1,
58869,agree,0.5490086079,0,
58870,unrelated,0.3847693801,1,
58871,unrelated,0.4530265331,1,
